US-2026-126123,Binders,Central,13.46,-23.55,0.8,1
US-2025-149272,Binders,Central,22.39,-35.82,0.8,7
US-2025-159737,Binders,Central,8.81,-14.97,0.8,3
US-2026-118556,Binders,Central,3.56,-6.24,0.8,3
US-2026-105389,Binders,Central,3.56,-6.24,0.8,3
US-2025-112256,Binders,Central,4.75,-8.32,0.8,4
US-2024-100818,Binders,Central,3.56,-6.24,0.8,3
US-2025-131611,Binders,Central,3.56,-6.24,0.8,3
US-2025-133879,Binders,Central,3.17,-4.75,0.8,2
US-2026-100223,Binders,Central,6.32,-10.42,0.8,1
US-2025-132479,Binders,Central,442.37,-729.91,0.8,7
US-2026-118773,Binders,Central,252.78,-417.09,0.8,4
US-2026-151316,Binders,Central,182.99,-320.24,0.8,3
US-2023-126193,Binders,Central,304.99,-533.73,0.8,5
US-2026-119438,Binders,Central,182.99,-320.24,0.8,3
US-2026-131282,Binders,Central,243.99,-426.99,0.8,4
US-2025-156097,Binders,Central,2.31,-3.46,0.8,2
US-2025-117226,Binders,Central,6.92,-10.39,0.8,6
US-2025-110898,Binders,Central,1.73,-2.76,0.8,4
US-2023-163468,Binders,Central,2.89,-4.92,0.8,3
US-2024-113173,Binders,Central,11.36,-17.05,0.8,3
US-2026-143028,Binders,Central,11.36,-17.05,0.8,3
US-2023-103492,Binders,Central,11.98,-19.17,0.8,5
US-2023-140452,Binders,Central,4.6,-8.05,0.8,2
US-2024-124541,Binders,Central,6.9,-12.08,0.8,3
US-2024-161991,Binders,Central,2.08,-3.43,0.8,5
US-2023-169019,Binders,Central,2177.58,-3701.89,0.8,8
US-2025-130946,Binders,Central,1088.79,-1850.95,0.8,4
